123.207.30.131 80
182.88.117.118 8118
58.216.202.149 8118
114.235.80.239 8118
110.72.46.77 8123
122.114.31.177 808
221.222.31.229 8118
61.135.217.7 80
221.231.109.40 3128
60.23.38.52 80
221.3.39.207 8118
182.35.144.113 8118
219.149.46.151 3129
180.118.242.95 61234
111.155.116.210 8123
182.42.244.96 808
221.224.62.182 3128
120.27.10.38 8090
113.106.49.7 80
218.68.99.69 8118
110.73.52.243 8123
121.20.52.191 80
121.234.37.10 808
